L438P_1	L438P_2	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6
ENSG00000260524	0	0	0	0	0	0	0	0
ENSG00000260525	0	0	0	0	0	0	1	0
ENSG00000260537	75.033	63.796	96.365	0	0	30.506	103.895	89.675
ENSG00000260538	0	0	0	0	0	0	0	0
ENSG00000260540	0	0	0	0	0	0	0	0
ENSG00000260548	0	0	0	0	0	0	0	1
ENSG00000260549	0	0	0	0	0	2	3	2
ENSG00000260571	1.094	0	1.593	6.062	3.567	5.982	6.788	8.991
ENSG00000260576	2	1	1	5	2	1	4	0
ENSG00000260582	1	0	1	0	0	2	0	1
ENSG00000260584	0	0	0	0	0	0	0	0
ENSG00000260590	0	0	0	0	0	0	0	0
ENSG00000260595	0	0	0	0	0	0	0	0
ENSG00000260596	4.944	6.307	6.335	16.954	16.671	2.677	3.08	8.132
ENSG00000260598	0	0	0	0	0	0	0	0
ENSG00000260602	2	2	1	0	0	1	0	1
ENSG00000260610	1	0	0	0	0	0	0	0
ENSG00000260615	6.085	9.145	9.19	6.425	7.671	3.099	4.037	4.01
ENSG00000260622	2	3	1	0	3	1	5	3
ENSG00000260628	3.007	4.275	1.619	5.766	4.174	0	2.224	4.229
ENSG00000260631	0	0	0	0	0	0	0	0
ENSG00000260638	1	0	0	0	1	0	0	0
ENSG00000260639	3	8	5	3	6	6	7	5
ENSG00000260643	27.808	47.73	65.099	66.245	64.475	36.485	57.551	40.888
ENSG00000260644	14.012	51.138	30.632	50.549	18.607	21.163	13.333	65.11
ENSG00000260649	0	0	0	0	0	0	0	0
ENSG00000260660	2	2	1	3	1	0	0	1
ENSG00000260662	0	0	0	0	0	0	0	0
ENSG00000260668	1.014	0	0	0	1.026	0	1.036	1.016
ENSG00000260674	0	0	0	0	0	0	0	0
ENSG00000260675	0	1.018	0	2.048	0	0	1	0
ENSG00000260678	1	0	1	0	0	2	0	0
ENSG00000260680	0	0	0	0	0	0	0	0
ENSG00000260685	1	1	1	2	1	0	1	1
ENSG00000260688	0	0	0	0	0	0	0	0
ENSG00000260689	3	8.001	6	9	5	1	5	3
ENSG00000260690	0	0	0	0	0	0	0	0
ENSG00000260691	27.399	16.289	19.706	17.883	2.237	15.487	10.987	22.329
ENSG00000260702	0	1	0	1	0	0	0	0
ENSG00000260714	1	10.983	9.542	9.382	10.587	6.069	15.209	19.771
ENSG00000260722	0	1	1	0	0	0	1	1
ENSG00000260724	0	0	0	0	0	0	0	0
ENSG00000260726	0	0	0	0	0	0	0	0
ENSG00000260727	19.238	16.063	19.401	17.737	28.207	17.604	23.373	20.463
ENSG00000260729	21.078	36.449	25.909	22.326	42.669	41.38	18.703	27.348
ENSG00000260731	0	0	1	1.012	0	0	0	0
ENSG00000260734	0	0	0	0	0	0	0	0
ENSG00000260735	186.103	398.854	429.948	340.424	162.848	470.746	258.412	365.986
ENSG00000260746	0	1	0	0	2	16	0	0
ENSG00000260747	1.125	0	0	0	2.295	0	0	0
ENSG00000260762	0	1	0	0	0	0	0	0
ENSG00000260764	0	0	0	0	0	0	0	0
ENSG00000260765	0	0	0	0	0	0	1	0
ENSG00000260776	5.802	1	7.064	3.408	3.56	0	0	0
ENSG00000260781	1.067	1.206	0	6.768	0	0	0	5.125
ENSG00000260782	3	5	4	4	9	3	1	6
ENSG00000260784	7	21.84	9	0	41	4	2.099	10
ENSG00000260795	1	0	0	0	0	0	0	0
ENSG00000260797	0	0	0	0	0	0	0	0
ENSG00000260799	0	1.729	4.725	0	0	5	1	3
ENSG00000260802	0	0	3	0	0	0	0	0
ENSG00000260809	0	0	0	0	0	0	1.026	0
ENSG00000260811	0	0	0	0	0	0	0	0
ENSG00000260812	0	0	0	0	0	0	0	0
ENSG00000260815	1.169	0	0	0	3.522	0	1.336	3.962
ENSG00000260817	0	0	0	0	0	0	0	1
ENSG00000260818	0	0	1	1	0	0	1	0
ENSG00000260828	13	11	10	6	2	2	5	2
ENSG00000260836	0	0	0	0	0	0	0	0
ENSG00000260844	0	0	1.185	2	1.265	0	1	0
ENSG00000260846	0	0	0	0	0	0	0	0
ENSG00000260851	0	0	0	1	1.087	1	0	2.076
ENSG00000260860	0	0	0	0	0	0	0	0
ENSG00000260861	2.691	0	7.487	0	0	2.204	1	0
ENSG00000260863	0	0	0	0	0	0	0	0
ENSG00000260864	0	0	0	0	0	0	0	0
ENSG00000260865	0	0	1	0	2	3	0	0
ENSG00000260866	0	0	0	0	0	0	0	0
ENSG00000260870	0	1	0	1	0	0	0	0
ENSG00000260873	0	0	0	0	0	0	0	0
ENSG00000260882	3.216	1.088	3.312	2	0	2.722	1	3
ENSG00000260883	0	0	0	0	0	0	0	0
ENSG00000260889	0	0	0	0	0	0	0	0
ENSG00000260897	0	0	0	0	0	0	0	0
ENSG00000260900	0	0	0	0	0	0	0	0
ENSG00000260903	1	0	0	4	1	0	0	2
ENSG00000260908	14.275	27.005	26.091	20.004	23.462	23.119	16.388	25.282
ENSG00000260909	0	0	1	0	1	0	0	1
ENSG00000260914	436.465	314.698	443.206	420.048	378.684	373.573	319.202	322.903
ENSG00000260916	1601.043	1027.905	1536.435	1830.903	503.697	416.342	609.311	1029.872
ENSG00000260928	0	0	0	1.003	1.006	2.01	0	1.006
ENSG00000260933	0	0	0	0	0	0	0	0
ENSG00000260939	1	0	0	0	0	0	0	0
ENSG00000260965	0	0	0	0	0	0	0	0
ENSG00000260967	0	0	0	0	0	0	0	0
ENSG00000260984	0	0	0	0	0	0	0	0
ENSG00000260991	0	0	0	0	0	0	0	0
ENSG00000260994	0	0	0	0	0	0	0	0
ENSG00000261007	0	1	0	0	1	0	4	2
ENSG00000261010	0	0	0	0	0	0	0	0
ENSG00000261011	5.633	11.831	3.377	4.693	3.629	7.903	5.244	11.408
ENSG00000261017	0	0	0	0	0	0	0	0
ENSG00000261024	5	3	5	5	2	4	3	4
ENSG00000261040	6	9	3	3	1	3	6	5
ENSG00000261041	0	1	0	0	0	0	0	0
ENSG00000261046	0	0	0	0	0	0	0	0
ENSG00000261047	0	0	0	0	0	0	0	0
ENSG00000261048	0	0	0	0	0	0	0	0
ENSG00000261052	222.104	440.291	386.852	509.601	367.076	451.668	616.165	343.797
ENSG00000261053	0	0	0	0	0	0	0	0
ENSG00000261056	12	17.841	21	19	10	12	10.332	16
ENSG00000261072	2	4	3	3	5	2	2	1
ENSG00000261077	0	0	0	0	0	0	0	0
ENSG00000261081	1	9	4.414	10.314	4	6.096	0	5
ENSG00000261084	0	0	0	0	0	2	0	0
ENSG00000261089	0	2.933	4	20.789	0	0	0	4
ENSG00000261102	1	0	2	0	0	2	0	0
ENSG00000261108	0	0	0	0	0	0	0	0
ENSG00000261111	0	0	0	0	0	0	0	0
ENSG00000261115	88	38	37	108	75	68	41	86
ENSG00000261127	0	3	4	4	1	6	2	4
ENSG00000261130	0	0	0	0	0	2	0	0
ENSG00000261143	1.05	2.272	1.101	5.536	2.123	6.544	2.104	2.158
ENSG00000261144	0	0	0	0	0	0	0	0
ENSG00000261145	0	0	0	0	0	0	0	0
ENSG00000261147	6.928	15.363	22.598	31.234	14.907	18.211	3.49	11.624
ENSG00000261150	10.003	4.002	2.003	24	5.004	7.006	14.014	16
ENSG00000261151	0	0	0	0	0	0	0	0
ENSG00000261153	0	0	0	0	0	0	0	0
ENSG00000261174	0	2	1	0	0	0	0	1
ENSG00000261178	0	0	0	0	0	0	0	0
ENSG00000261181	0	0	0	0	0	0	0	0
ENSG00000261192	0	1.001	0	0	1.003	0	4.009	0
ENSG00000261196	0	0	0	0	0	0	0	0
ENSG00000261197	0	0	0	0	0	0	0	0
ENSG00000261199	0	0	0	0	0	0	0	0
ENSG00000261203	0	0	0	0	0	0	1	0
ENSG00000261205	1.774	3.02	3.032	5.977	3.102	1.002	3.015	2.011
ENSG00000261208	0	0	0	0	0	0	0	0
ENSG00000261209	0	0	0	0	0	0	0	0
ENSG00000261210	1	2	1	1	1	1	1	3
ENSG00000261217	0	0	0	0	0	0	0	0
ENSG00000261221	549	642.452	628.219	607.482	757.217	549.147	591.322	651.154
ENSG00000261232	0	1	0	0	0	0	0	0
ENSG00000261233	0	0	0	0	0	0	0	0
ENSG00000261234	0	0	0	0	0	0	0	0
ENSG00000261236	1096.297	1597.237	1626.309	1623.705	1653.001	1524.988	2908.578	1520.488
ENSG00000261239	1	4	7	28	3	2	4	10
ENSG00000261245	2	3	1	3	0	1	0	0
ENSG00000261247	0	0	0	0	0	0	0	0
ENSG00000261259	0	0	0	0	0	0	0	0
ENSG00000261263	0	0	0	0	0	0	0	0
ENSG00000261272	1	1	1	2	3	0	0	0
ENSG00000261274	0	0	0	0	0	0	0	0
ENSG00000261278	1	0	1.002	0	0	0	1.004	0
ENSG00000261279	0	0	7.845	4.461	0	9.799	0	0
ENSG00000261281	0	0	0	0	0	0	0	0
ENSG00000261282	0	0	0	0	0	0	0	0
ENSG00000261284	0	0	0	0	0	0	0	0
ENSG00000261289	0	0	0	1	0	0	0	0
ENSG00000261290	0	0	0	0	0	0	0	0
ENSG00000261299	0	0	0	0	0	0	0	0
ENSG00000261303	0	1	16.076	17.696	1	0	0	1
ENSG00000261308	0	0	1	0	0	1	0	3
ENSG00000261315	0	1.003	3	3.005	2.003	0	6.009	2.004
ENSG00000261330	0	0	0	0	1	0	2	1
ENSG00000261333	0	0	0	0	0	0	0	0
ENSG00000261336	1.001	0	0	1.002	5.007	5.005	1.001	1.002
ENSG00000261341	1	1.005	6	1	5	1	3	1
ENSG00000261349	18.437	6.527	10.982	14.841	4.484	5.205	18.656	7.201
ENSG00000261356	0	0	0	0	0	0	0	0
ENSG00000261362	0	0	0	0	0	0	0	0
ENSG00000261365	0	0	0	0	0	0	0	0
ENSG00000261371	101	125.022	126.065	413.373	35.018	229	93.026	221.09
ENSG00000261375	0	4.166	0	7	0	0	1.901	0
ENSG00000261377	5.895	5.318	8.18	6.237	5.495	16.824	30.646	2.009
ENSG00000261391	0	0	0	0	0	0	0	0
ENSG00000261395	0	0	1	0	0	0	0	0
ENSG00000261401	0	0	0	0	0	0	0	0
ENSG00000261405	0	0	0	0	0	0	0	0
ENSG00000261408	75.017	143.005	117.588	151.869	117.592	151.332	184.278	101.398
ENSG00000261418	0	0	0	0	0	0	0	0
ENSG00000261419	1.119	0	2.083	0	0	1	1	0
ENSG00000261424	0	0	0	2	4	0	1	0
ENSG00000261429	0	0	0	0	0	0	0	0
ENSG00000261440	0	0	0	0	0	0	0	0
ENSG00000261444	0	0	0	0	0	0	0	0
ENSG00000261456	2.482	4.005	4.206	1.446	21.988	0	2.023	1.002
ENSG00000261457	0	0	0	0	0	0	0	1
ENSG00000261458	0	0	0	0	0	0	0	0
ENSG00000261459	0	0	0	0	0	0	0	0
ENSG00000261461	1.114	0	0	0	0	0	0	0
ENSG00000261486	0	0	0	0	0	0	0	0
ENSG00000261491	0	0	0	0	0	0	0	0
ENSG00000261497	0	0	0	0	0	0	0	0
ENSG00000261509	0	0	0	0	0	0	0	0
ENSG00000261511	0	0	0	0	0	0	0	0
ENSG00000261515	0	0	0	0	0	1	0	0
ENSG00000261522	1	0	1.052	0	0	0	0	0
ENSG00000261524	0	0	0	0	0	0	0	0
ENSG00000261527	3	6	2	4	6	4	0	2
ENSG00000261528	18	17	15	22	12	33	11	13
ENSG00000261536	0	0	0	0	0	0	0	0
ENSG00000261548	0	0	0	0	0	0	0	0
ENSG00000261549	1.004	0	0	1.004	0	0	0	1.002
ENSG00000261554	1	0	0	0	0	0	0	0
ENSG00000261556	223.345	201.475	193.682	273.356	290.344	451.462	484.379	282.384
ENSG00000261557	10.013	11.013	7.008	11.357	13.049	4.004	9.011	3.581
ENSG00000261559	0	0	0	3.021	2.012	0	3.029	1.006
ENSG00000261564	0	0	0	1	0	0	0	0
ENSG00000261580	0	0	0	0	0	0	0	0
ENSG00000261581	0	0	0	0	0	0	0	0
ENSG00000261582	11.727	16.714	2.997	19.686	10.934	26.883	21.221	6.766
ENSG00000261587	2.105	4.286	2.001	8.914	8.262	4.655	20.676	16.816
ENSG00000261588	4.014	4.012	4.015	5.018	3.01	4.01	3.011	4.014
ENSG00000261590	0	0	0	0	0	0	0	0
ENSG00000261593	0	0	0	0	0	0	0	0
ENSG00000261594	0	0	1	0	1	0	0	0
ENSG00000261599	0	0	0	0	1.009	0	2.968	0
ENSG00000261603	0	0	0	6.885	0	0	0	0
ENSG00000261607	0	0	0	0	0	0	0	0
ENSG00000261608	0	0	0	0	0	0	0	0
ENSG00000261609	130	123	131	157	89.297	79	157	110.008
ENSG00000261611	74.5	85.832	110.188	65.917	60.794	139.014	56.604	101.706
ENSG00000261612	0	1.002	1.002	0	1.003	1.004	0	1.002
ENSG00000261614	0	1.004	0	0	0	0	1.004	0
ENSG00000261620	0	0	0	0	0	0	0	1.002
ENSG00000261624	0	0	0	0	1	0	0	2
ENSG00000261628	6.005	1.028	14.584	0	0	1	5.158	1
ENSG00000261635	0	0	3.002	1.001	2.032	1.001	1.008	1.001
ENSG00000261647	0	0	0	0	0	0	0	0
ENSG00000261649	4	5.001	1	6	5.001	3.081	3.532	5
ENSG00000261652	13	11	17	20	2	11	3	15
ENSG00000261665	0	0	0	0	0	0	0	0
ENSG00000261667	0	0	0	0	0	0	0	0
ENSG00000261678	1	0	3	2	2.203	0	1	0
ENSG00000261679	0	1	0	0	0	0	0	0
ENSG00000261680	0	0	0	0	0	0	0	0
ENSG00000261689	0	0	0	0	0	1	0	0
ENSG00000261701	2	2.861	2	1.342	2	1.322	0	0
ENSG00000261702	0	0	0	0	0	1	0	0
ENSG00000261704	0	2	1.048	1	0	0	1	2
ENSG00000261708	0	0	0	0	0	0	0	1
ENSG00000261711	0	0	0	0	0	0	0	0
ENSG00000261714	2	3	3	2	9	3	0	2
ENSG00000261716	200.7	339.949	300.051	415.698	215.309	437.894	296.13	235.392
ENSG00000261717	1.423	3.054	1.632	4.635	0	0	0	2.844
ENSG00000261719	0	0	0	0	0	0	0	0
ENSG00000261725	0	0	0	0	0	0	0	0
ENSG00000261727	0	0	0	0	0	0	0	1
ENSG00000261732	34.431	43.417	27.813	47.898	32.756	42.396	27.405	28.183
ENSG00000261739	16.973	12.612	27.001	23.573	30.474	56.933	27.353	26.597
ENSG00000261740	531.214	773.593	910.441	548.345	645.557	454.965	1098.229	537.13
ENSG00000261741	0	0	0	1.009	0	0	1	2
ENSG00000261747	0	0	0	0	0	0	0	0
ENSG00000261748	0	0	0	0	0	0	0	0
ENSG00000261752	0	0	0	0	0	0	0	0
ENSG00000261760	0	0	0	0	0	0	0	0
ENSG00000261764	0	0	0	0	1	0	0	0
ENSG00000261774	1.013	1	0	0	0	0	1	1
ENSG00000261776	1	0	0	0	0	0	0	0
ENSG00000261778	0	0	0	0	0	0	0	0
ENSG00000261782	0	0	0	0	0	0	0	0
ENSG00000261787	0	0	1	2	0	1	1	0
ENSG00000261792	1	0	0	2	0	0	0	0
ENSG00000261793	0	0	0	0	0	0	5.037	6.109
ENSG00000261794	0	0	5.569	6.864	0	12.375	4.463	9.711
ENSG00000261796	696.374	1123.568	1025.124	724.303	725.429	409.472	755.618	748.743
ENSG00000261809	0	0	0	0	0	0	0	0
ENSG00000261812	2.169	0	1.031	1.556	2.002	0	7.162	0
ENSG00000261813	3	2	1	4	2	4	3	4
ENSG00000261820	0	0	0	1	0	0	0	0
ENSG00000261832	11.482	35.293	17.414	30.057	27.799	10.655	9.897	20.04
ENSG00000261834	0	0	0	1.004	0	0	0	0
ENSG00000261835	1	0	0	0	0	0	0	0
ENSG00000261846	1	0	0	2	0	0	0	0
ENSG00000261852	0	0	0	0	1	0	0	0
ENSG00000261853	0	0	4	1.778	0	0	7	8
ENSG00000261857	9.766	5.255	9.274	3.714	0	4.981	8.138	1.586
ENSG00000261862	0	0	3	1	2	0	1	0
ENSG00000261866	0	0	0	0	0	0	0	0
ENSG00000261868	19	24	32	15	31	38	39	16
ENSG00000261873	1	1	1.02	1	0	0	0	0
ENSG00000261882	0	0	0	0	0	0	0	0
ENSG00000261884	271.983	291.227	397.359	373.549	393.758	266.725	436.732	325.927
ENSG00000261893	1192.539	1720.115	1476.251	1779.39	1007.023	1767.636	1842.118	1729.489
ENSG00000261897	0	0	0	0	0	0	0	0
ENSG00000261904	0	0	0	1	0	0	2	0
ENSG00000261905	5.955	3.916	15.668	0	3.734	10.016	1.753	7.616
ENSG00000261914	0	0	0	0	0	0	0	0
ENSG00000261915	0	4.433	4.634	24.726	13.906	0	12.411	0
ENSG00000261934	8.797	19.127	12.155	25	25	7.188	26.671	39.141
ENSG00000261939	0	0	0	0	0	0	0	0
ENSG00000261949	0	1	0	1	0	0	1	1
ENSG00000261958	0	0	0	0	0	0	0	0
ENSG00000261963	1	0	0	0	2	0	0	0
ENSG00000261965	0	0	0	0	0	0	0	0
ENSG00000261968	0	0	0	0	0	0	0	0
ENSG00000261970	1	1	4	0	2	4	1	1
ENSG00000261972	2	0	1	0	0	1	2	0
ENSG00000261986	0	0	0	1	0	0	0	0
ENSG00000261987	0	0	0	0	19	8.252	0	0
ENSG00000261992	0	781.725	956.159	1005.501	40.776	1223.127	828.449	853.984
ENSG00000262000	0	0	0	0	0	0	0	0
ENSG00000262008	0	0	0	0	0	0	0	0
ENSG00000262024	0	0	0	0	0	0	0	0
ENSG00000262025	5	19.016	12	10	12	11.012	6	11
ENSG00000262040	0	0	0	0	0	0	0	0
ENSG00000262045	0	0	0	0	0	0	0	0
ENSG00000262048	0	0	0	0	0	0	0	0
ENSG00000262067	0	0	0	0	0	0	0	0
ENSG00000262068	0	0	0	0	0	0	0	0
ENSG00000262081	0	3.044	1	1.009	0	0	1	0
ENSG00000262085	0	0	0	0	0	0	0	1
ENSG00000262090	0	0	0	0	0	0	0	0
ENSG00000262095	0	0	0	0	0	0	0	0
ENSG00000262096	1	0	2	1	1.112	1	1	1
ENSG00000262102	0	0	0	0	0	0	0	0
ENSG00000262106	0	0	0	0	1	0	0	0
ENSG00000262107	0	0	0	0	0	0	1	0
ENSG00000262113	0	1.006	0	2.191	1.007	7.166	0	3.026
ENSG00000262118	0	16	7	11	7	13	0	6
ENSG00000262120	0	0	0	0	0	0	0	0
ENSG00000262121	0	0	0	0	0	0	0	1
ENSG00000262135	0	0	0	0	0	0	0	0
ENSG00000262139	0	1.267	0	0	0	0	0	0
ENSG00000262140	9	11	11	5	4	6	7	5
ENSG00000262141	0	1	1	1	0	0	0	2
ENSG00000262152	4.184	4.162	5.605	3.016	4.165	3.065	1.02	4.05
ENSG00000262154	1	1	1	1	2	1	0	0
ENSG00000262156	0	0	0	0	0	3.884	0	0
ENSG00000262158	0	1	2	0	0	0	1	0
ENSG00000262164	0	1	0	2	0	0	0	0
ENSG00000262165	3	1	0	2	3	2	1	1
ENSG00000262179	0	0	0	1	0	0	1	0
ENSG00000262180	5	1	4	4	5	5	3	5
ENSG00000262181	0	0	0	0	0	0	0	0
ENSG00000262187	0	0	0	0	0	0	0	0
ENSG00000262191	0	0	0	0	0	0	0	0
ENSG00000262209	15	10.526	29.457	84.406	70.922	47.846	95.373	184.25
ENSG00000262210	0	0	0	0	0	0	0	0
ENSG00000262214	0	0	0	0	0	0	0	0
ENSG00000262217	0	0	1	0	0	0	0	1
ENSG00000262218	0	0	2	1	0	0	1	6
ENSG00000262221	0	0	0	0	0	0	0	0
ENSG00000262235	0	0	0	0	0	0	1	0
ENSG00000262243	0	0	0	0	0	0	0	0
ENSG00000262246	1331.472	1764.006	646.297	1923.448	1133.457	2118.978	1914.822	916.25
ENSG00000262248	3	8.351	7.188	7.168	3.211	5.354	5.233	3.121
ENSG00000262259	0	0	0	0	0	0	0	0
ENSG00000262262	11.731	1	0	5.674	0	8.704	13.833	0
ENSG00000262268	0	0	0	0	0	0	0	0
ENSG00000262271	0	0	0	0	0	0	0	0
ENSG00000262282	1	0	0	0	0	0	0	0
ENSG00000262302	0	0	0	0	0	0	0	0
ENSG00000262304	3.462	23.407	3.67	9.751	4.15	3.163	17.833	2.779
ENSG00000262315	0	0	0	0	0	0	0	0
ENSG00000262316	1.001	0	1	0	0	2	0	0
ENSG00000262322	1	0	2	0	2	3	0	1
ENSG00000262327	1.713	207.368	1.752	1.748	0	461.993	0	228.609
ENSG00000262333	22.012	31.032	41.404	36.184	24.228	42.939	65.407	34.811
ENSG00000262334	16	27.104	38.483	30.545	4.525	60.532	11.218	27.02
ENSG00000262347	0	0	0	0	0	0	0	0
ENSG00000262366	0	0	0	0	0	0	0	0
ENSG00000262376	0	0	0	0	0	0	0	0
ENSG00000262381	0	0	1	0	0	1	1	0
ENSG00000262384	0	0	0	0	0	0	0	0
ENSG00000262400	0	0	0	0	0	0	0	0
ENSG00000262402	0	2.016	3	4	1	2	1.005	1.009
ENSG00000262406	0	0	0	0	0	0	0	1
ENSG00000262408	4	3	1	2	2	1	0	2
ENSG00000262418	299.487	173.653	153.466	148.808	107.382	193.611	115.915	43.923
ENSG00000262435	326.209	376.784	558.93	950.607	369.619	534.561	469.733	576.539
ENSG00000262446	27.04	84.291	28.981	43.62	15.849	60.446	48.617	17.349
ENSG00000262461	41.801	30.244	0	0	0	45.007	72.354	42.634
ENSG00000262470	0	0	1.001	0	1.001	2.003	0	0
ENSG00000262471	0	0	0	0	0	0	0	0
ENSG00000262473	7.36	171.764	195.195	99.774	94.869	310.885	193.062	171.609
ENSG00000262480	1	1	1	3.671	4	6	1	1
ENSG00000262481	0	3.246	0	7.844	2.106	0	4.807	10.212
ENSG00000262484	9	16	9	9	25	24	29	7
ENSG00000262488	7.087	37.103	22.102	3.034	2.005	10.087	16.069	2.013
ENSG00000262492	1.545	1.001	2.003	2.42	4.003	1	3.46	1.001
ENSG00000262495	0	0	1	1	0	0	0	0
ENSG00000262497	2	3	5	4	1	1	1	0
ENSG00000262500	0	0	0	0	0	0	0	0
ENSG00000262503	11	16	16	6	14	14	11	7
ENSG00000262505	1	0	0	1	0	0	0	2
ENSG00000262512	0	0	0	0	0	0	0	0
ENSG00000262516	0	1	0	0	1	0	0	1
ENSG00000262518	0	0	0	0	0	0	0	0
ENSG00000262519	0	0	0	0	0	0	0	0
ENSG00000262520	0	0	0	0	0	0	0	0
ENSG00000262526	0	0	0	0	0	0	0	0
ENSG00000262535	0	0	0	0	0	0	0	0
ENSG00000262536	0	0	0	0	0	0	0	0
ENSG00000262539	1.47	0	1.272	0	0	0	0	0
ENSG00000262543	0	0	0	1	0	0	0	0
ENSG00000262560	4.805	6.823	6.304	6.578	0	2.092	10.53	6.158
ENSG00000262561	0	0	0	0	0	0	0	0
ENSG00000262566	0	0	0	0	0	0	0	0
ENSG00000262573	0	0	0	0	0	0	0	0
ENSG00000262576	0	1.46	3.162	4.794	15	1.455	21.525	3.187
ENSG00000262583	0	2.422	0	0	1.771	2.9	3.425	1.457
ENSG00000262587	25	50	52	28	27	102	36	42
ENSG00000262591	1	0	1	0	0	0	0	0
ENSG00000262594	0	0	0	0	0	0	0	0
ENSG00000262599	4704.708	2497.908	2716.451	2688.104	1971.775	2263.822	1817.31	3531.17
ENSG00000262607	0	0	0	0	0	1	0	0
ENSG00000262609	0	0	0	0	0	0	0	0
ENSG00000262611	0	0	0	0	0	0	0	0
ENSG00000262612	0	0	0	0	0	5	3.366	0
ENSG00000262616	0	0	0	0	0	0	0	0
ENSG00000262621	97.658	210.612	121.652	206.448	31.738	219.331	191.915	140.189
ENSG00000262623	1	3	1	1	1	1	0	0
ENSG00000262628	0	0	0	0	0	0	0	0
ENSG00000262633	57.53	45.207	79.302	55.52	42.838	97.357	94.624	96.251
ENSG00000262634	0	105.188	22.786	280.24	67.603	108.106	554.47	68.126
ENSG00000262635	0	2.537	4	4.167	0	1	0	2.408
ENSG00000262636	0	0	0	0	0	0	0	0
ENSG00000262647	0	0	0	0	0	0	0	0
ENSG00000262648	0	0	0	0	0	0	0	0
ENSG00000262651	0	0	0	0	0	0	0	0
ENSG00000262655	8	19	23	38.005	28	35	17	45
ENSG00000262660	0	0	0	0	0	0	5.911	0
ENSG00000262664	456.977	574.596	717.089	615.892	513.018	466.589	575.73	660.733
ENSG00000262666	301.679	412.945	416.304	345.898	175.201	378.982	269.486	185.104
ENSG00000262700	7	10	13	9	10	19	6	7
ENSG00000262708	3	3	1	6	1	2	1	3
ENSG00000262730	0	0	0	0	0	0	0	0
ENSG00000262731	0	0	0	0	0	0	0	0
ENSG00000262734	0	0	0	0	0	0	0	0
ENSG00000262748	0	0	0	1	0	0	1	0
ENSG00000262749	0	0	0	0	0	0	0	0
ENSG00000262755	0	0	0	0	0	0	0	0
ENSG00000262759	0	0	0	1	0	1	0	0
ENSG00000262767	0	0	0	0	0	0	0	0
ENSG00000262771	424.833	437.426	520.447	558.225	743.76	405.155	667.18	608.964
ENSG00000262784	0	0	0	0	0	0	0	0
ENSG00000262785	0	0	0	0	0	0	0	0
ENSG00000262788	6.667	333.412	425.502	371.529	450.812	437.882	651.264	277.422
ENSG00000262795	1306.997	1728.216	1415.818	1515.542	914.085	1419.83	1250.95	909.907
ENSG00000262796	0	0	0	0	0	0	0	0
ENSG00000262803	1	3	2	3	4	2	0	0
ENSG00000262808	0	0	0	0	0	0	0	0
ENSG00000262814	1236.675	1599.323	1571.874	1702	1518.012	1176	2216.581	1662
ENSG00000262818	0	0	0	0	0	0	0	0
ENSG00000262826	4787.423	3596.021	3105.101	4467.927	2001.898	3617.157	2863.62	5740.691
ENSG00000262829	0	5.677	6	14.813	0	16.194	14	11
ENSG00000262845	0	0	0	0	0	0	0	0
ENSG00000262851	0	0	0	1	0	0	0	0
ENSG00000262855	0	4	0	2	0	0	0	0
ENSG00000262860	3272.199	3758.041	4748.779	4279.832	1332.635	2694.223	4237.967	3105.152
ENSG00000262862	0	0	1	1	0	0	1	0
ENSG00000262870	6	2	2	0	1	1	1	1
ENSG00000262874	5	6	6	5	2	1	3	2
ENSG00000262885	0	0	0	0	0	0	0	0
ENSG00000262892	0	0	0	0	0	0	0	0
ENSG00000262896	0	0	0	0	0	0	0	0
ENSG00000262902	10.042	14.061	18.074	13.889	26.092	14.023	15.833	12.903
ENSG00000262904	3.001	2.001	6.003	6.002	5.002	7	20.004	9.011
ENSG00000262919	186	243.001	323	266.979	235	278.418	360.992	324.736
ENSG00000262938	0	0	0	0	0	0	0	0
ENSG00000262943	275.325	269.618	275.274	205.82	267.304	84.153	189.264	49.076
ENSG00000262946	1	1	0	0	0	0	0	0
ENSG00000262953	2.001	1	0	0	0	0	0	0
ENSG00000262959	3	2	0	5	1	5	1	1
ENSG00000262961	0	0	0	0	1	0	0	1
ENSG00000262962	0	2	1	0	1	0	0	0
ENSG00000262974	0	0	0	0	0	3	1	2
ENSG00000262980	0	0	0	0	0	0	0	0
ENSG00000262986	13.209	6.059	0	0	6.637	7.606	0	0
ENSG00000262990	0	0	0	0	0	0	0	0
ENSG00000262993	0	0	1	0	0	0	0	0
ENSG00000262994	0	0	0	0	0	0	0	0
ENSG00000263001	6865.526	7576.203	8098.787	8979.384	5422.145	5648.4	8293.789	8260.972
ENSG00000263002	459.531	514.449	437.121	625.832	312.72	516.752	390.113	491.35
ENSG00000263006	22.238	17.891	17.185	137.051	5.903	32.653	29.567	27.138
ENSG00000263012	0	0	1	0	1	0	0	0
ENSG00000263014	0	0	0	0	0	0	0	0
ENSG00000263017	0	0	0	0	0	0	0	0
ENSG00000263020	0	5.079	0	72.832	5.986	0	2.304	12.028
ENSG00000263022	0	0	0	0	0	0	0	0
ENSG00000263029	0	2	0	1.499	1	0	0	0
ENSG00000263037	0	0	0	11.791	0	0	0	0
ENSG00000263042	6.001	4	2.001	1	6	9	5	7
ENSG00000263045	0	0	0	2	0	0	2	0
ENSG00000263057	0	0	1	2	0	0	0	0
ENSG00000263070	0	0	0	0	0	0	0	0
