JL5-1	JL5-2	JL5-3	JL12-1	JL12-2	JL12-3	MADV1	MADV2	MADV3	MADC1	MADC2	MADC3	808-1	808-2	808-3	MD1-1	MD1-2	MD1-3	MD5-1	MD5-2	MD5-3
ENSG00000232392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232393	0	0	1	0	0	0	6	0	1	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000232398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232399	0	0	0	0	1.181	4.299	0	0	0	0	0	2.729	0	0	1.886	0	0	0	0	0	0
ENSG00000232400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232403	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	3
ENSG00000232407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232414	0	7.108	6.481	0	0	4.021	0	0	3.024	0	5.604	0	4	9.278	1.185	5.215	0	1.002	1.002	0	0
ENSG00000232418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8940.888	7982.917	8048.281
ENSG00000232422	1	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000232423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232429	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
ENSG00000232430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232431	0	0	0	0	1.001	0	1.001	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
ENSG00000232433	121.522	20.118	18.842	124.094	30.645	132	18	49.903	38	33.818	26.86	24.868	21.729	36.618	36.757	13	30	20	69.882	27.88	26
ENSG00000232434	102	107.011	125.017	68.024	92.007	101	98	143	96.013	107	107	95	109	117	99	40.018	100	48	84	95.137	108
ENSG00000232435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000232450	30.104	47	32	39	31	20	38.253	56.185	30.071	35.035	86.658	38.31	63.775	36	33	36	35	21	27	19	45
ENSG00000232454	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000232456	5.126	7.068	0	0	2.035	0	0	2.055	0	0.86	13.277	3.115	4.87	0	0	3.155	5.123	1.073	4.012	0.854	3.285
ENSG00000232457	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232460	1.032	0	0	2.081	1.031	1.031	0	1.039	1.246	2.071	2.103	2.087	6.241	0	0	1.032	1.034	4.222	1.028	1.03	0
ENSG00000232463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232471	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232472	25.472	35.75	22.466	26.595	35.849	43.902	24.49	43.063	24.559	39.903	26.603	23.527	30.624	26.62	25.42	20.354	26.541	18.337	26.505	34.654	27.611
ENSG00000232475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232479	2	1	3	1	1	2	7	4	8	4	8	9	10	5	3	3	9	8	10	1	2
ENSG00000232482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232486	0	2	3.001	0	0	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000232489	0	0	1	0	0	2	0	0	0	2	0	0	1	0	0	1	2	0	0	0	0
ENSG00000232491	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000232492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232493	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000232496	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232499	3.005	12.025	3.006	5.677	7.02	7.016	9.015	9.928	10.023	12.214	8.018	7.017	12.02	8.017	4.008	4.007	9.651	7.02	3.005	9.02	4.011
ENSG00000232502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232514	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000232515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232517	2	1	2	4	10	9	1	5	11	4	10	9	4	7	3	2	2	3	1	1	3
ENSG00000232522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232526	9	5	1	8	6	3	3	9	1	26	21	3	24	9	4	3	0	1	9	17	17
ENSG00000232528	4	5	0	3	5	8	3	5	5	2	2	1	3	4	3	3	1	5	6	5	6
ENSG00000232531	2.005	0	0	4.009	1.001	1.003	0	5.021	5.006	2	7.002	4	1	1.002	0	0	0	0	1	0	0
ENSG00000232535	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	1	3	6	0	0	0
ENSG00000232540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232541	44.881	0	126.881	5.33	102.318	129.588	122.572	278.579	136.782	175.212	200.108	237.093	160.508	207.7	8.707	1.245	7.596	0	0	6.387	0
ENSG00000232543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232546	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000232549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000232551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232553	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000232562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232568	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232569	0	0	12.35	0	0	0	3774.493	5791.562	3632.407	4173.968	3093.495	3916.725	0	0	16.235	0	14.396	0	11.968	17.138	0
ENSG00000232572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232573	13.306	16.932	13.101	16.772	9.999	35.19	27.076	35.623	14.961	17.343	39.864	12.726	28.662	29.856	18.345	20.448	15.986	11.401	10.216	9.919	11.642
ENSG00000232576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232587	1	8	1	0	0	3	0	7	4	0	2	0	1	0	1	0	1	0	0	2	2
ENSG00000232593	1197	858	532	1054.999	1120.229	1126	777.001	1161.122	967.158	1117.025	1054.373	582.002	980	1247	734.005	551	535	491.003	769.058	703.001	821.011
ENSG00000232594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232599	5	6	7	4	2	3	0	3	8	6	2	5	8	1	4	4	8	8	6	6	0
ENSG00000232601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000232614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232615	0	3	3	0	0	6.004	3	0	1	1	1	0	0	0	5	0	1.005	1	0	0	1
ENSG00000232617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000232622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232626	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	4	0	0
ENSG00000232627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232630	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232632	1381.085	0	1213.22	1100.763	2219.468	628.702	2.4	13.467	0	0	5.964	7.529	0	0	637.814	0	1202.455	475.724	1036.142	816.755	1181.67
ENSG00000232634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232639	0	0	0	0	0.501	0	0	0.334	0.334	0	0	0	1.002	0	0	0	0	0	0.333	0.333	1.002
ENSG00000232641	0	0	0	0	0	0	8.759	0	0	0	0	0	48.736	7.394	11.95	0	0	0	20.575	0	0
ENSG00000232644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232653	49.95	38.603	13.29	45.892	29.824	45.129	12.891	89.191	76.009	23.078	74.249	37.393	16.396	15.539	6.88	13.497	13.239	20.142	17.459	27.046	19.79
ENSG00000232654	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	1	0
ENSG00000232658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232662	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000232663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232683	0	0	0	0	0	0	0	5	0	1	1	1	0	1	0	0	0	1	0	0	0
ENSG00000232687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232699	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000232701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.039	0
ENSG00000232705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232706	0	1	0	0	5.95	13.043	1	2	2	0	4	1	0	0	0	1	1.059	3	0	1	0
ENSG00000232707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232708	0	0	0	0	0	0	0	0	0	0	0	0	18.841	16.619	15.008	22.1	37.464	23.164	0	0	0
ENSG00000232709	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232713	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000232714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232716	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232722	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000232723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232724	5	9	3.001	0	3	1	0	4	7	0	7	0	2	0	1	3	3	5	2	1	6
ENSG00000232727	0	1	0	3	0	0	1	1	3	0	2	0	0	0	2	0	0	3	1	0	2
ENSG00000232728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232742	1.007	0	1.003	1	1.005	5.043	4.034	0	4.026	0	2.019	2.029	0	4.025	1.009	1.002	0	0	0	2.008	0
ENSG00000232743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232751	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000232752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232775	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232780	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0
ENSG00000232783	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000232786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232787	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000232789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232794	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000232795	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232797	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232798	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232799	0	0	5	2	0	0	0	5	3	0	3.026	4	26.001	23	19.001	15.062	47.991	53.43	33.612	30.836	49.949
ENSG00000232800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232804	53.919	33.157	62.288	42.039	62.514	0	2647.676	1742.551	1438.076	2867.122	3213.757	1301.174	6080.396	9676.1	3021.223	3116.752	2381.458	1590.75	3818.721	1455.854	2612.592
ENSG00000232805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232815	10.767	8	9.796	6	9	10	4	22	13	10	15	21	17	15	11	18	7	8.779	28.74	14	26
ENSG00000232816	286.848	210.885	111.327	154.497	121.09	249.08	0	1.28	0	0	0	0	0	0	0	0	0	0	0	6.511	2.973
ENSG00000232818	25	61.115	46	25	45	52	44	53	61	48	82	65	29	21	23	76	107	105	19.001	55.004	32
ENSG00000232823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232838	1315.797	1474.912	1283.022	992.017	1148.28	1299.351	1400.482	2139.521	1717.165	1364.612	1519.228	1567.781	1485.391	1202.882	1357.318	1357.535	1360.432	1617.467	1247.488	1184.838	1224.934
ENSG00000232839	561.222	908.797	1016.072	455.086	703.866	723.462	1010.25	1320.878	661.978	828.782	1047.002	926.966	738.042	655.45	836.446	784.494	1295.545	1355.318	1412.768	1434.413	1533.365
ENSG00000232841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232842	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1
ENSG00000232843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232848	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232852	0	0	0	0	0	0	0	0	0	2.724	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232858	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000232859	674.5	680.123	291.001	617.413	535.185	648.747	452.864	934.252	798.802	330	563.763	498.094	250	316.861	277	224.014	226.797	353.839	296.416	302	347
ENSG00000232862	0	0	0	0	4	8	1	2	4	0	4	1	0	1	3	3	5	2	1	1	4
ENSG00000232864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232871	9	27	22	7	17	28	35	45	36	18	55	51.002	29	29	32	58	87	35.43	27	29	29
ENSG00000232872	43	47	28	50	51	20	11	47	32	21	45	35	31.982	21	14	24	14	11	5	20	18
ENSG00000232873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000232879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232880	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000232881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232882	0	2.502	1.388	0	0	2.381	2.636	0	1.248	0	3.717	3.351	0	3.163	2.477	1.255	1.41	0	0	2.552	4.263
ENSG00000232883	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232888	0	0	2	0	0	1	0	1	1	0	1	0	0	2	2	1	3	1	0	3	1
ENSG00000232889	1	0	0	0	4	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232894	1	0	0	1	11.496	0	1	2.001	2	0	2	1	1	4	0	0	0	1	0	0	1
ENSG00000232897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232901	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232906	34	46	45	12	56	85	70	75	70	56	56	74	52	63	44	32	56	63	73	72	59
ENSG00000232908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000232916	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000232917	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232926	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0
ENSG00000232927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232938	15.161	3.375	4.841	2.664	10.535	12.116	4.415	13.005	1.063	5.238	1.113	5.609	13.258	10.879	17.964	30.009	40.633	23.296	25.412	14.752	39.708
ENSG00000232943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232946	3	1	3	7	1	9	2	5	13	1	4	2	6	9	7	9	3	7	10	6	6
ENSG00000232948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232952	0	3	3	1	2	1	6	3	2	1	2	1	1	3	2	0	0	1	1	0	2
ENSG00000232953	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000232957	0	0	0	0	0	0	672.592	1168.491	809.281	335.019	957.223	714	386.796	647.259	300.082	642.282	728.937	494.016	0	0	0
