JL	Control_1	Control_2	Control_3
ENSG00000261210	0	0	0	0
ENSG00000261217	0	0	0	0
ENSG00000261221	1100	1865.124	1166	1013.001
ENSG00000261232	0	0	0	0
ENSG00000261233	0	0	0	0
ENSG00000261234	0	0	0	0
ENSG00000261236	1000.011	3034.367	2078.948	2137.472
ENSG00000261239	6	3	1	7
ENSG00000261245	0	0	0	0
ENSG00000261247	0	0	0	0
ENSG00000261259	0	0	0	0
ENSG00000261263	0	0	0	0
ENSG00000261272	0	0	0	0
ENSG00000261274	0	0	0	0
ENSG00000261278	0	0	0	0
ENSG00000261279	5.892	0	1.351	10.382
ENSG00000261281	0	0	0	0
ENSG00000261282	0	0	0	0
ENSG00000261284	0	0	0	0
ENSG00000261289	0	0	0	0
ENSG00000261290	0	0	0	0
ENSG00000261299	0	0	0	0
ENSG00000261303	0	0	0	0
ENSG00000261308	37	78	88	66
ENSG00000261315	0	2	0	0
ENSG00000261330	0	0	0	0
ENSG00000261333	0	0	0	0
ENSG00000261336	0	0	0	0
ENSG00000261341	0	0	0	1
ENSG00000261349	3	2	0	5.307
ENSG00000261356	0	0	0	0
ENSG00000261362	0	0	0	0
ENSG00000261365	0	0	0	0
ENSG00000261371	10	3	1	0
ENSG00000261375	3	0	36	0
ENSG00000261377	7.028	8.625	9.061	22.011
ENSG00000261391	0	0	0	0
ENSG00000261395	0	0	0	0
ENSG00000261401	0	0	0	0
ENSG00000261405	0	0	0	0
ENSG00000261408	393.007	261.856	110.22	121.471
ENSG00000261418	0	0	0	0
ENSG00000261419	0	0	0	0
ENSG00000261424	0	0	0	0
ENSG00000261429	0	0	0	0
ENSG00000261440	0	0	0	0
ENSG00000261444	0	0	0	0
ENSG00000261456	5	2	1	0
ENSG00000261457	0	0	0	0
ENSG00000261458	0	0	0	0
ENSG00000261459	23.817	0	0	4.429
ENSG00000261461	0	0	0	0
ENSG00000261486	0	0	0	0
ENSG00000261491	0	0	0	0
ENSG00000261497	0	0	0	0
ENSG00000261509	0	0	0	0
ENSG00000261511	0	0	0	0
ENSG00000261515	0	0	0	0
ENSG00000261522	0	0	0	0
ENSG00000261524	4	0	12.898	0
ENSG00000261527	0	0	0	0
ENSG00000261528	0	0	0	0
ENSG00000261536	0	0	0	0
ENSG00000261548	0	0	0	0
ENSG00000261549	0	0	0	0
ENSG00000261554	0	0	0	0
ENSG00000261556	493.106	504.003	616.291	484.835
ENSG00000261557	0	0	0	0
ENSG00000261559	0	0	0	0
ENSG00000261564	0	0	0	0
ENSG00000261580	0	0	0	0
ENSG00000261581	0	0	0	0
ENSG00000261582	4.127	0	7.06	7.084
ENSG00000261587	0.963	12.21	9.966	13.551
ENSG00000261588	0	0	0	0
ENSG00000261590	0	0	0	0
ENSG00000261593	0	0	0	0
ENSG00000261594	3	0	7	1
ENSG00000261599	0	19.661	0	0
ENSG00000261603	0	0	0	0
ENSG00000261607	0	0	0	0
ENSG00000261608	0	0	0	0
ENSG00000261609	209.408	241	288	298
ENSG00000261611	228.928	127.417	137.997	109.923
ENSG00000261612	0	0	1	0
ENSG00000261614	0	0	0	0
ENSG00000261620	0	0	0	0
ENSG00000261624	0	0	0	0
ENSG00000261628	0	0	0	0
ENSG00000261635	0	4	0	0
ENSG00000261647	0	0	0	0
ENSG00000261649	0	0	0	0
ENSG00000261652	132	179.108	120	157
ENSG00000261665	0	0	0	0
ENSG00000261667	0	0	0	0
ENSG00000261678	0	0	0	0
ENSG00000261679	0	0	0	0
ENSG00000261680	0	0	0	0
ENSG00000261689	0	0	0	0
ENSG00000261701	0	0	0	0
ENSG00000261702	0	0	0	0
ENSG00000261704	0	0	0	0
ENSG00000261708	0	0	0	0
ENSG00000261711	0	0	0	0
ENSG00000261714	0	0	0	0
ENSG00000261716	501.874	522.687	578.042	399.404
ENSG00000261717	2.262	13.762	4.133	16.803
ENSG00000261719	0	0	0	0
ENSG00000261725	0	0	0	0
ENSG00000261727	0	0	0	0
ENSG00000261732	54.048	124.3	56.224	70.079
ENSG00000261739	0	7.351	5.665	1.051
ENSG00000261740	709.851	1829.606	1230.574	347.488
ENSG00000261741	0	0	0	0
ENSG00000261747	0	0	0	0
ENSG00000261748	0	0	0	0
ENSG00000261752	0	0	0	0
ENSG00000261760	0	44.77	11.565	0
ENSG00000261764	0	0	0	0
ENSG00000261774	0	0	0	0
ENSG00000261776	0	0	0	0
ENSG00000261778	0	0	0	0
ENSG00000261782	0	0	0	0
ENSG00000261787	0	0	0	0
ENSG00000261792	0	1	0	0
ENSG00000261793	0	0	0	0
ENSG00000261794	33.644	1.012	32.562	5.001
ENSG00000261796	2099.864	2405.628	2403.014	2174.651
ENSG00000261809	0	0	0	0
ENSG00000261812	0	0	0	0
ENSG00000261813	0	0	0	1
ENSG00000261820	0	0	0	0
ENSG00000261832	33.921	37.4	74.59	34.857
ENSG00000261834	0	0	0	0
ENSG00000261835	0	0	0	0
ENSG00000261846	3	0	0	0
ENSG00000261852	0	0	0	1.021
ENSG00000261853	0	0	3	0
ENSG00000261857	2.819	0	0	0
ENSG00000261862	41	4754.596	2097.842	2559.979
ENSG00000261866	0	0	0	0
ENSG00000261868	0	0	0	0
ENSG00000261873	0	0	0	0
ENSG00000261882	0	0	0	0
ENSG00000261884	33.621	68.986	75.061	93.941
ENSG00000261893	1552.141	2564.144	2231.901	1729.983
ENSG00000261897	0	0	0	0
ENSG00000261904	0	0	0	0
ENSG00000261905	0	1.37	0	0
ENSG00000261914	0	0	0	0
ENSG00000261915	62.011	48.42	13.285	53.633
ENSG00000261934	673.298	613.632	428.64	271.415
ENSG00000261939	0	0	0	0
ENSG00000261949	0	0	0	0
ENSG00000261958	0	0	0	0
ENSG00000261963	0	0	0	0
ENSG00000261965	0	0	0	0
ENSG00000261968	0	3	0	0
ENSG00000261970	0	0	0	1
ENSG00000261972	0	0	0	0
ENSG00000261986	0	0	0	0
ENSG00000261987	0	0	0	0
ENSG00000261992	1699.955	965.194	863.408	568.811
ENSG00000262000	0	0	0	0
ENSG00000262008	0	0	0	0
ENSG00000262024	0	0	0	0
ENSG00000262025	0	0	2	7
ENSG00000262040	0	1	0	0
ENSG00000262045	0	0	0	119.575
ENSG00000262048	0	0	0	0
ENSG00000262067	0	0	0	0
ENSG00000262068	0	0	0	0
ENSG00000262081	0	0	0	0
ENSG00000262085	0	0	0	0
ENSG00000262090	0	0	0	0
ENSG00000262095	0	0	0	0
ENSG00000262096	10	3	2	0
ENSG00000262102	1155.885	4537.86	1550.179	356.19
ENSG00000262106	0	0	0	0
ENSG00000262107	0	0	0	0
ENSG00000262113	0	0	1	0
ENSG00000262118	0	0	0	0
ENSG00000262120	0	0	0	0
ENSG00000262121	0.5	9	0	0
ENSG00000262135	0	0	0	0
ENSG00000262139	0	247.108	338.285	54.927
ENSG00000262140	0	0	0	0
ENSG00000262141	0	0	0	0
ENSG00000262152	0	1	0	2
ENSG00000262154	0	0	0	0
ENSG00000262156	0	0	0	0
ENSG00000262158	0	0	0	0
ENSG00000262164	1	0	5	0
ENSG00000262165	0	8	1	8
ENSG00000262179	9	0	0	0
ENSG00000262180	0	0	0	0
ENSG00000262181	0	0	0	0
ENSG00000262187	0	0	0	0
ENSG00000262191	0	0	0	0
ENSG00000262209	299.045	390.372	126.607	661.719
ENSG00000262210	0	0	0	0
ENSG00000262214	0	0	0	0
ENSG00000262217	2	0	0	0
ENSG00000262218	0	0	0	0
ENSG00000262221	0	0	0	0
ENSG00000262235	0	0	0	0
ENSG00000262243	340.141	7	0	6
ENSG00000262246	736.412	0	0	0
ENSG00000262248	0	5	0	0
ENSG00000262259	0	0	0	0
ENSG00000262262	0	0	0	0
ENSG00000262268	0	0	0	0
ENSG00000262271	0	0	0	0
ENSG00000262282	0	0	0	0
ENSG00000262302	0	0	0	0
ENSG00000262304	0	7.154	0	0
ENSG00000262315	0	0	0	0
ENSG00000262316	0	0	0	0
ENSG00000262322	0	0	0	0
ENSG00000262327	0	97.511	0	0
ENSG00000262333	26	45	33	31
ENSG00000262334	9.544	302	49.325	50.727
ENSG00000262347	0	1	1	0
ENSG00000262366	0	0	0	0
ENSG00000262376	0	0	0	0
ENSG00000262381	0	0	0	0
ENSG00000262384	0	0	0	0
ENSG00000262400	0	0	0	0
ENSG00000262402	0	0	0	0
ENSG00000262406	1	85	211	34
ENSG00000262408	0	0	0	0
ENSG00000262418	0	0	2	0
ENSG00000262435	546.623	234.115	938.527	703.773
ENSG00000262446	622.807	1275.273	584.043	450.682
ENSG00000262461	0	0	0	0
ENSG00000262470	0	0	0	0
ENSG00000262471	0	0	0	0
ENSG00000262473	198.348	93.92	133.733	50.383
ENSG00000262480	0	0	0	0
ENSG00000262481	18.592	73.758	29.049	52.776
ENSG00000262484	0	0	10	1
ENSG00000262488	0	0	0	0
ENSG00000262492	0	0	0	0
ENSG00000262495	0	0	0	0
ENSG00000262497	0	0	0	0
ENSG00000262500	0.501	0	0	0
ENSG00000262503	0	0	0	0
ENSG00000262505	0	0	0	0
ENSG00000262512	0	0	0	0
ENSG00000262516	0	0	0	0
ENSG00000262518	0	0	0	0
ENSG00000262519	0	0	0	0
ENSG00000262520	0	0	0	0
ENSG00000262526	0	95.163	12.208	34.567
ENSG00000262535	0	0	0	0
ENSG00000262536	0	0	0	0
ENSG00000262539	0	0	0	0
ENSG00000262543	0	0	0	0
ENSG00000262560	0	0	8.793	0
ENSG00000262561	0	0	0	0
ENSG00000262566	0	0	0	0
ENSG00000262573	0	0	0	0
ENSG00000262576	506.778	1690.161	1705.153	543.921
ENSG00000262583	0	0	1.254	0
ENSG00000262587	29	43	22	30
ENSG00000262591	0	0	0	0
ENSG00000262594	0	0	0	0
ENSG00000262599	1120.01	0	1055.06	1236.476
ENSG00000262607	0	0	0	0
ENSG00000262609	0	0	0	0
ENSG00000262611	0	0	0	0
ENSG00000262612	0	0	0	0
ENSG00000262616	0	0	0	0
ENSG00000262621	50.965	21	78	68.596
ENSG00000262623	0	0	0	0
ENSG00000262628	0	0	0	0
ENSG00000262633	6.627	601.074	1.29	149.536
ENSG00000262634	0	1477.478	0	173.265
ENSG00000262635	13.691	6.596	2	0
ENSG00000262636	0	0	0	0
ENSG00000262647	0	0	0	0
ENSG00000262648	0	0	0	0
ENSG00000262651	0	0	0	0
ENSG00000262655	6193.629	86	26	29
ENSG00000262660	0	0	0	0
ENSG00000262664	918.288	1936.083	1425.358	1313.408
ENSG00000262666	856.309	1323.661	669.553	546.384
ENSG00000262700	7	0	2	0
ENSG00000262708	0	0	0	0
ENSG00000262730	0	0	0	0
ENSG00000262731	0	8.416	4.099	7.189
ENSG00000262734	0	0	0	0
ENSG00000262748	6.795	0	82.122	0
ENSG00000262749	0	0	0	0
ENSG00000262755	0	0	0	0
ENSG00000262759	0	0	0	0
ENSG00000262767	0	0	0	0
ENSG00000262771	1095.156	2300.256	1240.777	1205.112
ENSG00000262784	0	0	0	0
ENSG00000262785	0	2	0	0
ENSG00000262788	3.555	299.734	0	7.9
ENSG00000262795	4240.093	2625.605	4922.106	4005.022
ENSG00000262796	0	0	0	0
ENSG00000262803	0	0	0	0
ENSG00000262808	0	74	0	136
ENSG00000262814	1974.892	3769.86	2396.358	2985.015
ENSG00000262818	0	0	0	0
ENSG00000262826	5530.121	7282.847	3838.155	4754.674
ENSG00000262829	0	0	5	4
ENSG00000262845	0	0	1	0
ENSG00000262851	0	0	0	0
ENSG00000262855	0	0	0	0
ENSG00000262860	9449.943	9346.147	6544.476	4237.106
ENSG00000262862	0	1530.189	628.901	1244.794
ENSG00000262870	0	0	0	0
ENSG00000262874	2	2	3	0
ENSG00000262885	0	0	0	0
ENSG00000262892	0	0	0	0
ENSG00000262896	0	0	0	0
ENSG00000262902	0	0	0	0
ENSG00000262904	0	8	1	6
ENSG00000262919	922.21	1532.028	1162.063	1088.851
ENSG00000262938	0	0	0	0
ENSG00000262943	0	0	0	0
ENSG00000262946	0	0	0	0
ENSG00000262953	0	0	0	0
ENSG00000262959	0	0	0	0
ENSG00000262961	0	0	0	0
ENSG00000262962	0	0	0	0
ENSG00000262974	0	0	0	0
ENSG00000262980	0	0	0	0
ENSG00000262986	0	0	0	0
ENSG00000262990	0	0	0	0
ENSG00000262993	0	0	1	1
ENSG00000262994	0	0	0	0
ENSG00000263001	12763.699	18167.416	16646.403	13000.651
ENSG00000263002	914.001	800	910.002	746
ENSG00000263006	47.399	157.393	149.922	61.883
ENSG00000263012	0	50	54	10
ENSG00000263014	3	12	57	25
ENSG00000263017	0	0	0	0
ENSG00000263020	0	0	14.145	0
ENSG00000263022	0	0	0	0
ENSG00000263029	0	0	0	0
ENSG00000263037	0	0	0	0
ENSG00000263042	0	0	0	0
ENSG00000263045	0	0	0	0
ENSG00000263057	0	0	0	2
ENSG00000263070	0	0	0	0
ENSG00000263090	0	0	0	0
ENSG00000263091	0	4.428	0	0
ENSG00000263101	0	0	0	0
ENSG00000263103	0	0	0	0
ENSG00000263107	0	0	0	0
ENSG00000263125	0	0	0	0
ENSG00000263141	0	0	4.414	25.439
ENSG00000263142	4.38	14.748	25.365	7.003
ENSG00000263150	0	0	0	0
ENSG00000263155	30.768	17.252	20.33	2.102
ENSG00000263158	0	0	0	0
ENSG00000263160	255.885	238.124	0	263.251
ENSG00000263163	1222.661	1002.009	629.068	483.128
ENSG00000263177	1	0	0	0
ENSG00000263179	0	0	0	0
ENSG00000263181	0	0	0	0
ENSG00000263186	0	0	0	0
ENSG00000263189	0	0	0	0
ENSG00000263196	0	0	0	0
ENSG00000263199	0	0	0	0
ENSG00000263201	0	0	0	0
ENSG00000263206	0	0	0	0
ENSG00000263219	0	0	0	0
ENSG00000263229	0	0	0	0
ENSG00000263231	0	0	0	0
ENSG00000263232	1	1	2	0
ENSG00000263236	0	0	8	9
ENSG00000263238	3850.826	2375.05	3024.018	1731.36
ENSG00000263241	0	0	0	0
ENSG00000263242	0	0	0	0
ENSG00000263243	0	0	0	0
ENSG00000263247	3.561	50.08	53.546	41.846
ENSG00000263252	0	0	0	0
ENSG00000263263	0	0	0	0
ENSG00000263264	5	0	0	0
ENSG00000263266	27.621	4.091	9.228	12.335
ENSG00000263290	1186.758	1824.834	3170.501	1871.473
ENSG00000263296	0	4	0	0
ENSG00000263309	0	3	4	2
ENSG00000263310	0	0	0	0
ENSG00000263311	0	0	0	0
ENSG00000263324	108.488	62.521	206.693	105.376
ENSG00000263326	0	0	3	0
ENSG00000263328	0	0	0	0
ENSG00000263341	0	0	0	0
ENSG00000263343	0	0	0	0
ENSG00000263353	0	0	0	0
ENSG00000263355	0	0	0	0
ENSG00000263366	0	0	0	0
ENSG00000263368	0	0	0	0
ENSG00000263369	0	0	0	0
ENSG00000263375	0	0	0	0
ENSG00000263396	0	0	0	0
ENSG00000263405	0	0	0	0
ENSG00000263429	0	0	0	0
ENSG00000263433	0	0	0	0
ENSG00000263460	0	0	0	0
ENSG00000263464	0	0	0	0
ENSG00000263465	2539.016	2140.091	2216	2196.178
ENSG00000263482	0	0	0	0
ENSG00000263483	0	0	0	0
ENSG00000263505	0	0	0	0
ENSG00000263513	52.704	565.492	69.452	186.058
ENSG00000263528	445.002	1552.18	1153.246	826.08
ENSG00000263535	0	18.111	7.239	9.475
ENSG00000263563	46.467	59.429	39.971	33.734
ENSG00000263604	0	0	0	0
ENSG00000263606	0	0	1	4
ENSG00000263620	63.484	80.046	169.312	85.585
ENSG00000263639	0	0	0	0
ENSG00000263647	326.925	174.644	164.384	87.763
ENSG00000263648	0	2	0	0
ENSG00000263682	0	0	0	0
ENSG00000263715	0	0	0	0
ENSG00000263716	0	0	0	0
ENSG00000263725	0	0	0	0
ENSG00000263729	0	0	0	0
ENSG00000263733	0	0	0	0
ENSG00000263748	0	0	0	0
ENSG00000263749	0	0	0	0
ENSG00000263761	0	0	0	0
ENSG00000263772	0	0	0	0
ENSG00000263781	0	0	0	0
ENSG00000263788	0	0	0	0
ENSG00000263809	16.432	36.269	7.95	14.289
ENSG00000263818	11	3	0	2
ENSG00000263829	0	0	0	0
ENSG00000263846	0	0	0	0
ENSG00000263870	0	0	0	0
ENSG00000263874	64	105	155	106
ENSG00000263883	0	2	2	1
ENSG00000263887	0	1.056	0	0
ENSG00000263914	0	0	0	0
ENSG00000263935	0	0	0	0
ENSG00000263946	0	0	0	0
ENSG00000263956	1324.203	1147.241	1432.487	1131.344
ENSG00000263961	0	0	0	0
ENSG00000263976	0	0	0	0
ENSG00000264006	0	0	0	0
ENSG00000264029	0	0	0	0
ENSG00000264040	0	0	0	0
ENSG00000264050	0	0	0	0
ENSG00000264054	0	0	0	0
ENSG00000264057	0	1	0	0
ENSG00000264058	125.083	57.729	48.811	35.911
ENSG00000264061	0	0	0	0
ENSG00000264064	0	0	0	0
ENSG00000264093	0	0	0	0
ENSG00000264104	0	0	0	0
ENSG00000264127	0	0	0	0
ENSG00000264138	0	0	0	0
ENSG00000264145	0	0	0	0
ENSG00000264148	0	0	0	0
ENSG00000264150	0	0	0	0
ENSG00000264164	0	0	0	0
ENSG00000264168	0	0	0	0
ENSG00000264172	0	0	0	0
ENSG00000264176	4	7	12	19
ENSG00000264179	0	0	0	0
ENSG00000264186	0	0	0	0
ENSG00000264187	17.306	6.732	0	0
ENSG00000264189	0	0	0	0
ENSG00000264193	0	0	0	0
ENSG00000264204	3.454	30.385	20.166	4.963
ENSG00000264217	0	0	0	0
ENSG00000264230	0.5	136.429	84.286	27.101
ENSG00000264236	0	0	0	0
ENSG00000264240	0	0	0	0
ENSG00000264245	0	0	0	0
ENSG00000264246	0	0	0	0
ENSG00000264289	0	0	0	0
ENSG00000264296	0	0	0	0
ENSG00000264300	0	0	0	0
ENSG00000264311	0	0	0	0
ENSG00000264315	0	0	0	0
ENSG00000264316	0	0	0	0
ENSG00000264324	0	32.453	4.419	6.395
ENSG00000264343	543.805	797.74	609.841	679.294
ENSG00000264350	0	0	0	0
ENSG00000264359	0	0	0	0
ENSG00000264364	8071.358	7999.409	10238.849	7154.977
ENSG00000264373	0	0	0	0
ENSG00000264388	0	0	0	0
ENSG00000264424	0	0	14	5.017
ENSG00000264431	0	0	0	0
ENSG00000264435	0	0	0	0
ENSG00000264444	0	0	0	0
ENSG00000264497	0	0	0	0
ENSG00000264503	0	0	0	0
ENSG00000264522	2112	3731.589	3028.139	2982.156
ENSG00000264529	0	1	0	0
ENSG00000264538	347.006	394.227	294.145	286.653
ENSG00000264545	69.853	94.122	0	0
ENSG00000264564	0	0	0	0
ENSG00000264570	1	0	0	0
ENSG00000264617	0	0	0	0
ENSG00000264644	0	0	0	0
ENSG00000264655	0	3	3	0
ENSG00000264662	0	0	0	0
ENSG00000264663	0	0	0	0
ENSG00000264668	34.789	0	40.59	48.459
ENSG00000264685	0	0	0	0
ENSG00000264689	0	0	0	0
ENSG00000264697	0	0	0	0
ENSG00000264714	0	0	0	0
ENSG00000264717	0	2.5	0	2
ENSG00000264736	0	0	0	0
ENSG00000264743	3	4	1	4
ENSG00000264775	0	0	0	0
ENSG00000264801	8	10.911	3	4
ENSG00000264813	0	0	0	0
ENSG00000264837	0	0	0	0
ENSG00000264845	0	0	0	0
ENSG00000264874	0	0	0	0
ENSG00000264892	0	0	0	0
ENSG00000264907	0	0	0	0
ENSG00000264911	0	0	0	0
ENSG00000264930	0	0	0	0
ENSG00000264943	9	0	0	10
ENSG00000264958	0	0	0	0
ENSG00000264970	0	0	0	0
ENSG00000264971	0	3	0	0
ENSG00000265015	0	0	0	0
ENSG00000265018	2.428	11.866	0	0
ENSG00000265019	0	0	0	0
ENSG00000265038	0	0	0	0
ENSG00000265041	0	0	0	0
ENSG00000265060	0	0	0	0
ENSG00000265095	2	0	0	0
ENSG00000265097	0	0	0	0
ENSG00000265099	0	0	0	0
ENSG00000265107	0	11	5	2
ENSG00000265118	18.89	0	5.14	2.142
ENSG00000265136	0	0	0	0
ENSG00000265158	3	0	0	0
ENSG00000265182	0	0	0	0
ENSG00000265188	6	0	1	1
ENSG00000265190	0.5	462.571	273.716	52.899
ENSG00000265203	0	0	0	0
ENSG00000265233	0	0	0	0
ENSG00000265240	0	0	0	0
ENSG00000265241	5672.099	7836.078	6964.028	6523.834
ENSG00000265243	0	0	0	0
ENSG00000265261	0	0	0	0
ENSG00000265262	0	0	2	0
ENSG00000265273	0	0	0	0
ENSG00000265279	0	0	0	0
ENSG00000265293	0	0	0	0
ENSG00000265296	0	0	0	0
ENSG00000265298	17	0	9	0
ENSG00000265303	0	0	0	0
ENSG00000265340	0	0	0	0
ENSG00000265354	3177.977	6658.233	4240.384	4150.766
ENSG00000265366	0	3	4	4
ENSG00000265402	0	0	0	0
ENSG00000265417	0	1	0	0
ENSG00000265428	0	0	0	0
ENSG00000265437	0	0	0	0
ENSG00000265453	0	0	0	0
ENSG00000265460	0	0	0	0
ENSG00000265469	0	0	0	0
ENSG00000265472	0	0	0	0
ENSG00000265480	0	0	0	0
ENSG00000265491	4771.357	9042.568	7236.591	6441.279
ENSG00000265531	0	0	0	0
ENSG00000265541	0	0	0	0
ENSG00000265545	0	0	0	0
ENSG00000265564	0	0	0	0
ENSG00000265574	0	0	0	0
ENSG00000265590	244.321	685.983	282.675	255.032
ENSG00000265593	0	0	0	0
ENSG00000265614	0	0	0	0
ENSG00000265626	0	0	0	0
ENSG00000265630	0	0	0	0
ENSG00000265631	0	0	0	0
ENSG00000265639	0	0	0	0
ENSG00000265646	0	0	0	0
ENSG00000265681	61089.2	31846.781	38477.972	37595.156
ENSG00000265683	0	4	0	4
ENSG00000265690	89.755	93.947	82.421	61.991
ENSG00000265693	0	0	0	0
ENSG00000265698	0	0	0	0
ENSG00000265712	0	0	0	0
ENSG00000265713	0	0	0	1
ENSG00000265746	0	0	0	0
ENSG00000265763	4	42	15	7
ENSG00000265766	0	0	0	0
ENSG00000265773	0	0	0	0
ENSG00000265787	0	8	1	3
ENSG00000265788	0	0	0	0
ENSG00000265790	0	0	0	0
ENSG00000265798	0	0	0	0
ENSG00000265808	15142.89	20138.735	16305.355	14090.845
ENSG00000265817	312.129	470.903	198.513	224.152
ENSG00000265818	0	0	0	0
ENSG00000265833	0	0	0	0
ENSG00000265836	0	0	0	0
ENSG00000265853	0	0	0	0
ENSG00000265863	0	0	0	0
ENSG00000265881	0	0	0	0
ENSG00000265883	0	0	0	0
ENSG00000265916	2	21	4	1
ENSG00000265934	0	0	0	0
ENSG00000265936	0	0	0	0
ENSG00000265939	4	4	3	0
ENSG00000265946	0	0	0	0
ENSG00000265972	11514.144	9759.805	28505.592	8404.84
ENSG00000265973	0	0	0	0
ENSG00000265982	0	0	0	0
ENSG00000266003	0	0	0	0
ENSG00000266009	0	0	0	0
ENSG00000266027	0	0	0	0
ENSG00000266028	4000.003	8242.781	7385.138	5377.657
ENSG00000266042	0	0	0	0
ENSG00000266048	0	0	0	0
ENSG00000266050	0	0	0	0
ENSG00000266066	2.007	2	0	0
ENSG00000266074	2337.131	2736.001	1648	1908.177
ENSG00000266076	3.218	0	0	0
ENSG00000266086	381.796	425.293	553.284	445.439
ENSG00000266094	330.999	270.007	193.001	192
ENSG00000266105	0	0	0	0
ENSG00000266117	0	0	0	0
ENSG00000266127	1	0	2	0
ENSG00000266129	0	0	0	0
ENSG00000266145	0	2	0	0
ENSG00000266155	0	0	0	0
ENSG00000266162	0	0	0	0
ENSG00000266173	1538.783	2254.11	1930.116	1582.656
ENSG00000266179	0	0	0	0
ENSG00000266181	0	0	0	0
ENSG00000266184	0	0	0	0
ENSG00000266190	0	0	0	0
ENSG00000266200	0	0	0	0
ENSG00000266201	0	0	0	0
ENSG00000266202	0	0	0	0
ENSG00000266217	0	0	0	0
ENSG00000266227	0	0	0	1
ENSG00000266242	8	0	0	3
ENSG00000266251	0	0	0	0
ENSG00000266265	36	29	1	6
ENSG00000266282	0	0	0	0
ENSG00000266286	0	4	0	0
ENSG00000266296	0	0	0	0
ENSG00000266302	21.268	24.014	0	11.769
ENSG00000266306	0	17	0	0
ENSG00000266338	3912.089	6306.563	5265.819	4565.602
ENSG00000266356	0	0	0	0
ENSG00000266364	0	0	0	0
ENSG00000266365	0	0	0	0
ENSG00000266373	0	0	0	0
ENSG00000266379	0	0	0	0
ENSG00000266405	61	24	16	12
ENSG00000266412	14333.504	24511.009	17928.447	15655.097
ENSG00000266416	0	0	0	0
ENSG00000266433	0	0	0	1
ENSG00000266442	1.495	25.952	11.815	25.036
ENSG00000266448	0	0	0	0
ENSG00000266470	0	0	0	0
ENSG00000266472	3685.944	3018.626	3989.734	3958.582
ENSG00000266479	0	0	0	0
ENSG00000266488	0	0	0	0
ENSG00000266501	0	0	0	2.018
ENSG00000266504	0	0	0	0
ENSG00000266520	0	0	0	0
ENSG00000266522	0	1	0	0
ENSG00000266524	655.576	133	9	0
ENSG00000266529	0	0	0	0
ENSG00000266537	0	0	0	0
ENSG00000266549	0	0	0	0
ENSG00000266561	0	0	0	0
ENSG00000266563	0	0	0	0
ENSG00000266575	0	0	0	0
ENSG00000266576	0	0	0	0
ENSG00000266605	0	0	0	0
ENSG00000266613	0	0	1	0
ENSG00000266647	0	0	0	0
ENSG00000266648	0	0	0	0
ENSG00000266673	0	0	0	0
ENSG00000266691	0	0	0	0
ENSG00000266693	0	0	0	0
ENSG00000266695	0	0	0	0
ENSG00000266707	0	0	0	0
ENSG00000266714	117	68	64.001	3
ENSG00000266728	0	0	0	0
ENSG00000266733	0	5	5	7
ENSG00000266736	0	0	0	0
ENSG00000266771	0	0	0	0
ENSG00000266777	24	76	62.999	49
ENSG00000266786	0	0	0	0
ENSG00000266806	0	0	0	0
ENSG00000266809	0	0	0	0
ENSG00000266818	0	0	0	0
ENSG00000266820	667.807	258.478	402.992	155.091
ENSG00000266826	0	0	0	0
ENSG00000266853	0	0	0	0
ENSG00000266858	0	0	0	0
ENSG00000266865	43.008	90.016	48.007	21.236
ENSG00000266876	0	0	0	0
ENSG00000266885	0	0	0	0
ENSG00000266891	0	0	0	0
ENSG00000266899	0	0	0	0
ENSG00000266906	0	0	0	0
ENSG00000266907	4	0	0	6
ENSG00000266909	0	0	0	0
ENSG00000266910	17	19	16	22
ENSG00000266915	0	0	0	0
ENSG00000266920	0	0	0	0
ENSG00000266931	7.203	8.289	1.082	1.001
ENSG00000266932	0	0	0	0
ENSG00000266938	0	5	0	0
ENSG00000266943	0	0	0	0
ENSG00000266944	0	0	0	0
ENSG00000266946	0	0	1	0
ENSG00000266953	1.059	5.157	2.379	0
ENSG00000266959	0	0	0	0
ENSG00000266964	277.522	114.999	42	23.001
ENSG00000266967	1551.338	1546.379	1825.598	1630.636
ENSG00000266971	0	0	0	0
ENSG00000266984	0	0	0	0
ENSG00000266989	0	0	0	0
ENSG00000266992	0	28.818	0	0
ENSG00000266995	4	0	0	0
ENSG00000266997	0	0	0	0
ENSG00000267001	82.282	246.728	131.218	85.801
ENSG00000267005	0	0	0	0
ENSG00000267019	0	0	1	1
ENSG00000267022	63.348	0	24.142	34.117
ENSG00000267023	43	2	33	11
ENSG00000267032	0	0	0	0
ENSG00000267036	0	0	0	0
ENSG00000267041	81	168	111	93
ENSG00000267046	0	0	0	0
ENSG00000267056	0	0	0	0
ENSG00000267059	563.571	1547.831	506.571	630.223
ENSG00000267060	9	33.809	40.766	55.572
ENSG00000267066	0	0	0	0
ENSG00000267076	0	0	0	0
ENSG00000267083	0	0	0	0
ENSG00000267084	0	0	0	0
ENSG00000267085	0	0	0	0
ENSG00000267088	0	7	0	2
ENSG00000267091	0	0	2	0
ENSG00000267099	0	0	0	0
ENSG00000267102	68	235	55	153
ENSG00000267110	0	0	0	0
ENSG00000267113	0	0	0	0
ENSG00000267116	0	0	0	0
ENSG00000267119	0	0	1	0
ENSG00000267120	58.002	40.51	54.5	46.671
